"bdgt_id","dma3_name","dma1_name","dma2_name","chan2_name","chan1_name","client_id","chan2_id","chan1_id","dma1_id","dma2_id","dma3_id","sp_min_h","percent_max","sp_max_h"
"100_174_366_296_58","Philadelphia-PA","Northeast","Freedom","TV Hisp Competitive","TV",23,100,174,366,296,58,NULL,NULL,NULL
"100_174_366_297_60","Boston-MA (Manchester-NH)","Northeast","Greater Boston","TV Hisp Competitive","TV",23,100,174,366,297,60,NULL,NULL,NULL
"100_174_366_306_104","Hartford & New Haven-CT","Northeast","Western New England","TV Hisp Competitive","TV",23,100,174,366,306,104,NULL,NULL,NULL
"100_174_366_306_105","Springfield-Holyoke-MA","Northeast","Western New England","TV Hisp Competitive","TV",23,100,174,366,306,105,NULL,NULL,NULL
"100_174_367_292_15","Atlanta-GA","Central","Big South","TV Hisp Competitive","TV",23,100,174,367,292,15,NULL,NULL,NULL
"100_174_367_294_41","Chicago-IL","Central","Chicago","TV Hisp Competitive","TV",23,100,174,367,294,41,NULL,NULL,NULL
"100_174_367_295_47","Miami-Fort Lauderdale-FL","Central","Florida","TV Hisp Competitive","TV",23,100,174,367,295,47,NULL,NULL,NULL
"100_174_367_295_53","Ft. Myers-Naples-Fl","Central","Florida","TV Hisp Competitive","TV",23,100,174,367,295,53,NULL,NULL,NULL
"100_174_368_293_34","San Francisco-Oakland-San Jose-CA","West","California","TV Hisp Competitive","TV",23,100,174,368,293,34,NULL,NULL,NULL
"100_174_368_293_36","Sacramento-Stockton-Modesto-CA","West","California","TV Hisp Competitive","TV",23,100,174,368,293,36,NULL,NULL,NULL
"100_174_368_293_37","Fresno-Visalia-CA","West","California","TV Hisp Competitive","TV",23,100,174,368,293,37,NULL,NULL,NULL
"100_174_368_293_38","Monterey-Salinas-CA","West","California","TV Hisp Competitive","TV",23,100,174,368,293,38,NULL,NULL,NULL
"100_174_368_299_78","Houston-TX","West","Houston","TV Hisp Competitive","TV",23,100,174,368,299,78,NULL,NULL,NULL
"100_174_368_301_87","Denver-CO","West","Mile High","TV Hisp Competitive","TV",23,100,174,368,301,87,NULL,NULL,NULL
"100_174_368_301_88","Colorado Springs-Pueblo-CO","West","Mile High","TV Hisp Competitive","TV",23,100,174,368,301,88,NULL,NULL,NULL
"100_174_368_301_89","Albuquerque-Santa Fe-NM","West","Mile High","TV Hisp Competitive","TV",23,100,174,368,301,89,NULL,NULL,NULL
"100_174_368_302_92","Salt Lake City-UT","West","Mountain","TV Hisp Competitive","TV",23,100,174,368,302,92,NULL,NULL,NULL
"100_174_368_303_95","Portland-OR","West","Portland","TV Hisp Competitive","TV",23,100,174,368,303,95,NULL,NULL,NULL
"100_174_368_304_97","Seattle-Tacoma-WA","West","Seattle","TV Hisp Competitive","TV",23,100,174,368,304,97,NULL,NULL,NULL
"101_174_367_294_40","South Bend-Elkhart-IN","Central","Chicago","TV GM Bicult","TV",23,101,174,367,294,40,NULL,NULL,NULL
"101_174_367_294_42","Rockford-IL","Central","Chicago","TV GM Bicult","TV",23,101,174,367,294,42,NULL,NULL,NULL
"101_174_367_294_43","Champaign & Springfield-Decatur-IL","Central","Chicago","TV GM Bicult","TV",23,101,174,367,294,43,NULL,NULL,NULL
"101_174_367_294_44","Peoria-Bloomington-IL","Central","Chicago","TV GM Bicult","TV",23,101,174,367,294,44,NULL,NULL,NULL
"101_174_367_298_62","Detroit-MI","Central","Heartland","TV GM Bicult","TV",23,101,174,367,298,62,NULL,NULL,NULL
"101_174_367_298_63","Ft. Wayne-IN","Central","Heartland","TV GM Bicult","TV",23,101,174,367,298,63,NULL,NULL,NULL
"101_174_367_298_64","Flint-Saginaw-Bay City-MI","Central","Heartland","TV GM Bicult","TV",23,101,174,367,298,64,NULL,NULL,NULL
"101_174_367_298_66","Indianapolis-IN","Central","Heartland","TV GM Bicult","TV",23,101,174,367,298,66,NULL,NULL,NULL
"101_174_367_298_68","Lansing-MI","Central","Heartland","TV GM Bicult","TV",23,101,174,367,298,68,NULL,NULL,NULL
"101_174_367_298_69","Grand Rapids-Kalamazoo-Battle Creek-MI","Central","Heartland","TV GM Bicult","TV",23,101,174,367,298,69,NULL,NULL,NULL
"101_174_367_298_70","Lafayette-IN","Central","Heartland","TV GM Bicult","TV",23,101,174,367,298,70,NULL,NULL,NULL
"101_174_368_301_89","Albuquerque-Santa Fe-NM","West","Mile High","TV GM Bicult","TV",23,101,174,368,301,89,NULL,NULL,NULL
"102_30_368_301_91","El Paso-TX","West","Mile High","Radio GM BiCult","Radio",23,102,30,368,301,91,NULL,NULL,NULL
"103_75_366_291_1","Washington-DC (Hagerstown-MD)","Northeast","Beltway","Online_Display_Hisp_Competitive","Display",23,103,75,366,291,1,NULL,NULL,NULL
"103_75_366_291_10","Charlottesville-VA","Northeast","Beltway","Online_Display_Hisp_Competitive","Display",23,103,75,366,291,10,NULL,NULL,NULL
"103_75_366_291_11","Greensboro-High Point-Winston Salem-NC","Northeast","Beltway","Online_Display_Hisp_Competitive","Display",23,103,75,366,291,11,NULL,NULL,NULL
"103_75_366_291_2","Baltimore-MD","Northeast","Beltway","Online_Display_Hisp_Competitive","Display",23,103,75,366,291,2,NULL,NULL,NULL
"103_75_366_291_3","Richmond-Petersburg-VA","Northeast","Beltway","Online_Display_Hisp_Competitive","Display",23,103,75,366,291,3,NULL,NULL,NULL
"103_75_366_291_4","Bluefield-Beckley-Oak Hill-WV","Northeast","Beltway","Online_Display_Hisp_Competitive","Display",23,103,75,366,291,4,NULL,NULL,NULL
"103_75_366_291_5","Charleston-Huntington-WV","Northeast","Beltway","Online_Display_Hisp_Competitive","Display",23,103,75,366,291,5,NULL,NULL,NULL
"103_75_366_291_6","Harrisonburg-VA","Northeast","Beltway","Online_Display_Hisp_Competitive","Display",23,103,75,366,291,6,NULL,NULL,NULL
"103_75_366_291_7","Roanoke-Lynchburg-VA","Northeast","Beltway","Online_Display_Hisp_Competitive","Display",23,103,75,366,291,7,NULL,NULL,NULL
"103_75_366_291_8","Salisbury-MD","Northeast","Beltway","Online_Display_Hisp_Competitive","Display",23,103,75,366,291,8,NULL,NULL,NULL
"103_75_366_291_9","Raleigh-Durham (Fayetteville)-NC","Northeast","Beltway","Online_Display_Hisp_Competitive","Display",23,103,75,366,291,9,NULL,NULL,NULL
"103_75_366_296_57","New York-NY","Northeast","Freedom","Online_Display_Hisp_Competitive","Display",23,103,75,366,296,57,NULL,NULL,NULL
"103_75_366_296_58","Philadelphia-PA","Northeast","Freedom","Online_Display_Hisp_Competitive","Display",23,103,75,366,296,58,NULL,NULL,NULL
"103_75_366_297_59","Portland-Auburn-ME","Northeast","Greater Boston","Online_Display_Hisp_Competitive","Display",23,103,75,366,297,59,NULL,NULL,NULL
"103_75_366_297_60","Boston-MA (Manchester-NH)","Northeast","Greater Boston","Online_Display_Hisp_Competitive","Display",23,103,75,366,297,60,NULL,NULL,NULL
"103_75_366_297_61","Providence-RI-New Bedford-MA","Northeast","Greater Boston","Online_Display_Hisp_Competitive","Display",23,103,75,366,297,61,NULL,NULL,NULL
"103_75_366_300_79","Pittsburgh-PA","Northeast","Keystone","Online_Display_Hisp_Competitive","Display",23,103,75,366,300,79,NULL,NULL,NULL
"103_75_366_300_80","Harrisburg-Lancaster-Lebanon-York-PA","Northeast","Keystone","Online_Display_Hisp_Competitive","Display",23,103,75,366,300,80,NULL,NULL,NULL
"103_75_366_300_81","Johnstown-Altoona-PA","Northeast","Keystone","Online_Display_Hisp_Competitive","Display",23,103,75,366,300,81,NULL,NULL,NULL
"103_75_366_300_82","Wilkes Barre-Scranton-PA","Northeast","Keystone","Online_Display_Hisp_Competitive","Display",23,103,75,366,300,82,NULL,NULL,NULL
"103_75_366_300_83","Youngstown-OH","Northeast","Keystone","Online_Display_Hisp_Competitive","Display",23,103,75,366,300,83,NULL,NULL,NULL
"103_75_366_300_84","Wheeling-WV-Steubenville-OH","Northeast","Keystone","Online_Display_Hisp_Competitive","Display",23,103,75,366,300,84,NULL,NULL,NULL
"103_75_366_300_85","Buffalo-NY","Northeast","Keystone","Online_Display_Hisp_Competitive","Display",23,103,75,366,300,85,NULL,NULL,NULL
"103_75_366_300_86","Clarksburg-Weston-WV","Northeast","Keystone","Online_Display_Hisp_Competitive","Display",23,103,75,366,300,86,NULL,NULL,NULL
"103_75_366_306_103","Burlington-VT-Plattsburgh-NY","Northeast","Western New England","Online_Display_Hisp_Competitive","Display",23,103,75,366,306,103,NULL,NULL,NULL
"103_75_366_306_104","Hartford & New Haven-CT","Northeast","Western New England","Online_Display_Hisp_Competitive","Display",23,103,75,366,306,104,NULL,NULL,NULL
"103_75_366_306_105","Springfield-Holyoke-MA","Northeast","Western New England","Online_Display_Hisp_Competitive","Display",23,103,75,366,306,105,NULL,NULL,NULL
"103_75_366_306_106","Albany-Schenectady-Troy-NY","Northeast","Western New England","Online_Display_Hisp_Competitive","Display",23,103,75,366,306,106,NULL,NULL,NULL
"103_75_367_292_12","Savannah-GA","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,12,NULL,NULL,NULL
"103_75_367_292_13","Charleston-SC","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,13,NULL,NULL,NULL
"103_75_367_292_14","Augusta-GA","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,14,NULL,NULL,NULL
"103_75_367_292_15","Atlanta-GA","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,15,NULL,NULL,NULL
"103_75_367_292_16","Tri-Cities-TN-VA","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,16,NULL,NULL,NULL
"103_75_367_292_17","Knoxville-TN","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,17,NULL,NULL,NULL
"103_75_367_292_18","Chattanooga-TN","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,18,NULL,NULL,NULL
"103_75_367_292_19","Shreveport-LA","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,19,NULL,NULL,NULL
"103_75_367_292_20","New Orleans-LA","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,20,NULL,NULL,NULL
"103_75_367_292_21","Memphis-TN","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,21,NULL,NULL,NULL
"103_75_367_292_22","Nashville-TN","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,22,NULL,NULL,NULL
"103_75_367_292_23","Columbus-Tupelo-West Point-MS","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,23,NULL,NULL,NULL
"103_75_367_292_24","Mobile-AL-Pensacola (Ft. Walton Beach)","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,24,NULL,NULL,NULL
"103_75_367_292_25","Huntsville-Decatur (Florence)-AL","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,25,NULL,NULL,NULL
"103_75_367_292_26","Jackson-MS","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,26,NULL,NULL,NULL
"103_75_367_292_27","Columbia-SC","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,27,NULL,NULL,NULL
"103_75_367_292_28","Birmingham (Anniston and Tuscaloosa)-AL","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,28,NULL,NULL,NULL
"103_75_367_292_29","Hattiesburg-Laurel-MS","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,29,NULL,NULL,NULL
"103_75_367_292_30","Greenville-Spartanburg-SC-Asheville-NC","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,30,NULL,NULL,NULL
"103_75_367_292_31","Monroe-LA-El Dorado-AR","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,31,NULL,NULL,NULL
"103_75_367_292_32","Meridian-MS","Central","Big South","Online_Display_Hisp_Competitive","Display",23,103,75,367,292,32,NULL,NULL,NULL
"103_75_367_294_40","South Bend-Elkhart-IN","Central","Chicago","Online_Display_Hisp_Competitive","Display",23,103,75,367,294,40,NULL,NULL,NULL
"103_75_367_294_41","Chicago-IL","Central","Chicago","Online_Display_Hisp_Competitive","Display",23,103,75,367,294,41,NULL,NULL,NULL
"103_75_367_294_42","Rockford-IL","Central","Chicago","Online_Display_Hisp_Competitive","Display",23,103,75,367,294,42,NULL,NULL,NULL
"103_75_367_294_43","Champaign & Springfield-Decatur-IL","Central","Chicago","Online_Display_Hisp_Competitive","Display",23,103,75,367,294,43,NULL,NULL,NULL
"103_75_367_294_44","Peoria-Bloomington-IL","Central","Chicago","Online_Display_Hisp_Competitive","Display",23,103,75,367,294,44,NULL,NULL,NULL
"103_75_367_294_45","Davenport-IA-Rock Island-Moline-IL","Central","Chicago","Online_Display_Hisp_Competitive","Display",23,103,75,367,294,45,NULL,NULL,NULL
"103_75_367_294_46","Quincy-IL-Hannibal-MO-Keokuk-IA","Central","Chicago","Online_Display_Hisp_Competitive","Display",23,103,75,367,294,46,NULL,NULL,NULL
"103_75_367_295_47","Miami-Fort Lauderdale-FL","Central","Florida","Online_Display_Hisp_Competitive","Display",23,103,75,367,295,47,NULL,NULL,NULL
"103_75_367_295_48","Tallahassee-FL-Thomasville-GA","Central","Florida","Online_Display_Hisp_Competitive","Display",23,103,75,367,295,48,NULL,NULL,NULL
"103_75_367_295_49","Orlando-Daytona Beach-Melbourne-FL","Central","Florida","Online_Display_Hisp_Competitive","Display",23,103,75,367,295,49,NULL,NULL,NULL
"103_75_367_295_50","Tampa-St. Petersburg (Sarasota)-FL","Central","Florida","Online_Display_Hisp_Competitive","Display",23,103,75,367,295,50,NULL,NULL,NULL
"103_75_367_295_51","West Palm Beach-Ft. Pierce-FL","Central","Florida","Online_Display_Hisp_Competitive","Display",23,103,75,367,295,51,NULL,NULL,NULL
"103_75_367_295_52","Jacksonville-FL","Central","Florida","Online_Display_Hisp_Competitive","Display",23,103,75,367,295,52,NULL,NULL,NULL
"103_75_367_295_53","Ft. Myers-Naples-Fl","Central","Florida","Online_Display_Hisp_Competitive","Display",23,103,75,367,295,53,NULL,NULL,NULL
"103_75_367_295_54","Dothan-AL","Central","Florida","Online_Display_Hisp_Competitive","Display",23,103,75,367,295,54,NULL,NULL,NULL
"103_75_367_295_55","Panama City-FL","Central","Florida","Online_Display_Hisp_Competitive","Display",23,103,75,367,295,55,NULL,NULL,NULL
"103_75_367_295_56","Gainesville-FL","Central","Florida","Online_Display_Hisp_Competitive","Display",23,103,75,367,295,56,NULL,NULL,NULL
"103_75_367_298_62","Detroit-MI","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,62,NULL,NULL,NULL
"103_75_367_298_63","Ft. Wayne-IN","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,63,NULL,NULL,NULL
"103_75_367_298_64","Flint-Saginaw-Bay City-MI","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,64,NULL,NULL,NULL
"103_75_367_298_65","Cincinnati-OH","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,65,NULL,NULL,NULL
"103_75_367_298_66","Indianapolis-IN","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,66,NULL,NULL,NULL
"103_75_367_298_67","Louisville-KY","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,67,NULL,NULL,NULL
"103_75_367_298_68","Lansing-MI","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,68,NULL,NULL,NULL
"103_75_367_298_69","Grand Rapids-Kalamazoo-Battle Creek-MI","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,69,NULL,NULL,NULL
"103_75_367_298_70","Lafayette-IN","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,70,NULL,NULL,NULL
"103_75_367_298_71","Little Rock-Pine Bluff-AR","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,71,NULL,NULL,NULL
"103_75_367_298_72","Paducah-KY-Cape Girardeau-MO-Harrisbur","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,72,NULL,NULL,NULL
"103_75_367_298_73","Evansville-IN","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,73,NULL,NULL,NULL
"103_75_367_298_74","Dayton-OH","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,74,NULL,NULL,NULL
"103_75_367_298_75","Toledo-OH","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,75,NULL,NULL,NULL
"103_75_367_298_76","Terre Haute-IN","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,76,NULL,NULL,NULL
"103_75_367_298_77","Bowling Green-KY","Central","Heartland","Online_Display_Hisp_Competitive","Display",23,103,75,367,298,77,NULL,NULL,NULL
"103_75_368_293_34","San Francisco-Oakland-San Jose-CA","West","California","Online_Display_Hisp_Competitive","Display",23,103,75,368,293,34,NULL,NULL,NULL
"103_75_368_293_35","Santa Barbara-Santa Maria-San Luis Obisp","West","California","Online_Display_Hisp_Competitive","Display",23,103,75,368,293,35,NULL,NULL,NULL
"103_75_368_293_36","Sacramento-Stockton-Modesto-CA","West","California","Online_Display_Hisp_Competitive","Display",23,103,75,368,293,36,NULL,NULL,NULL
"103_75_368_293_37","Fresno-Visalia-CA","West","California","Online_Display_Hisp_Competitive","Display",23,103,75,368,293,37,NULL,NULL,NULL
"103_75_368_293_38","Monterey-Salinas-CA","West","California","Online_Display_Hisp_Competitive","Display",23,103,75,368,293,38,NULL,NULL,NULL
"103_75_368_293_39","Chico-Redding-CA","West","California","Online_Display_Hisp_Competitive","Display",23,103,75,368,293,39,NULL,NULL,NULL
"103_75_368_299_78","Houston-TX","West","Houston","Online_Display_Hisp_Competitive","Display",23,103,75,368,299,78,NULL,NULL,NULL
"103_75_368_301_87","Denver-CO","West","Mile High","Online_Display_Hisp_Competitive","Display",23,103,75,368,301,87,NULL,NULL,NULL
"103_75_368_301_88","Colorado Springs-Pueblo-CO","West","Mile High","Online_Display_Hisp_Competitive","Display",23,103,75,368,301,88,NULL,NULL,NULL
"103_75_368_301_89","Albuquerque-Santa Fe-NM","West","Mile High","Online_Display_Hisp_Competitive","Display",23,103,75,368,301,89,NULL,NULL,NULL
"103_75_368_301_90","Amarillo-TX","West","Mile High","Online_Display_Hisp_Competitive","Display",23,103,75,368,301,90,NULL,NULL,NULL
"103_75_368_301_91","El Paso-TX","West","Mile High","Online_Display_Hisp_Competitive","Display",23,103,75,368,301,91,NULL,NULL,NULL
"103_75_368_302_92","Salt Lake City-UT","West","Mountain","Online_Display_Hisp_Competitive","Display",23,103,75,368,302,92,NULL,NULL,NULL
"103_75_368_302_93","Tucson (Sierra Vista)-AZ","West","Mountain","Online_Display_Hisp_Competitive","Display",23,103,75,368,302,93,NULL,NULL,NULL
"103_75_368_302_94","Phoenix-AZ","West","Mountain","Online_Display_Hisp_Competitive","Display",23,103,75,368,302,94,NULL,NULL,NULL
"103_75_368_303_95","Portland-OR","West","Portland","Online_Display_Hisp_Competitive","Display",23,103,75,368,303,95,NULL,NULL,NULL
"103_75_368_303_96","Eugene-OR","West","Portland","Online_Display_Hisp_Competitive","Display",23,103,75,368,303,96,NULL,NULL,NULL
"103_75_368_304_97","Seattle-Tacoma-WA","West","Seattle","Online_Display_Hisp_Competitive","Display",23,103,75,368,304,97,NULL,NULL,NULL
"103_75_368_304_98","Spokane-WA","West","Seattle","Online_Display_Hisp_Competitive","Display",23,103,75,368,304,98,NULL,NULL,NULL
"103_75_368_305_100","Kansas City-MO","West","Twin Cities","Online_Display_Hisp_Competitive","Display",23,103,75,368,305,100,NULL,NULL,NULL
"103_75_368_305_101","Green Bay-Appleton-WI","West","Twin Cities","Online_Display_Hisp_Competitive","Display",23,103,75,368,305,101,NULL,NULL,NULL
"103_75_368_305_102","Mankato-MN","West","Twin Cities","Online_Display_Hisp_Competitive","Display",23,103,75,368,305,102,NULL,NULL,NULL
"103_75_368_305_99","Minneapolis-St. Paul-MN","West","Twin Cities","Online_Display_Hisp_Competitive","Display",23,103,75,368,305,99,NULL,NULL,NULL
"104_176_366_291_1","Washington-DC (Hagerstown-MD)","Northeast","Beltway","Shared Mail","SHM",23,104,176,366,291,1,NULL,NULL,NULL
"104_176_366_291_2","Baltimore-MD","Northeast","Beltway","Shared Mail","SHM",23,104,176,366,291,2,NULL,NULL,NULL
"104_176_366_291_3","Richmond-Petersburg-VA","Northeast","Beltway","Shared Mail","SHM",23,104,176,366,291,3,NULL,NULL,NULL
"104_176_366_291_5","Charleston-Huntington-WV","Northeast","Beltway","Shared Mail","SHM",23,104,176,366,291,5,NULL,NULL,NULL
"104_176_366_291_6","Harrisonburg-VA","Northeast","Beltway","Shared Mail","SHM",23,104,176,366,291,6,NULL,NULL,NULL
"104_176_366_291_7","Roanoke-Lynchburg-VA","Northeast","Beltway","Shared Mail","SHM",23,104,176,366,291,7,NULL,NULL,NULL
"104_176_366_291_8","Salisbury-MD","Northeast","Beltway","Shared Mail","SHM",23,104,176,366,291,8,NULL,NULL,NULL
"104_176_366_296_57","New York-NY","Northeast","Freedom","Shared Mail","SHM",23,104,176,366,296,57,NULL,NULL,NULL
"104_176_366_296_58","Philadelphia-PA","Northeast","Freedom","Shared Mail","SHM",23,104,176,366,296,58,NULL,NULL,NULL
"104_176_366_297_59","Portland-Auburn-ME","Northeast","Greater Boston","Shared Mail","SHM",23,104,176,366,297,59,NULL,NULL,NULL
"104_176_366_297_60","Boston-MA (Manchester-NH)","Northeast","Greater Boston","Shared Mail","SHM",23,104,176,366,297,60,NULL,NULL,NULL
"104_176_366_300_79","Pittsburgh-PA","Northeast","Keystone","Shared Mail","SHM",23,104,176,366,300,79,NULL,NULL,NULL
"104_176_366_300_80","Harrisburg-Lancaster-Lebanon-York-PA","Northeast","Keystone","Shared Mail","SHM",23,104,176,366,300,80,NULL,NULL,NULL
"104_176_366_300_81","Johnstown-Altoona-PA","Northeast","Keystone","Shared Mail","SHM",23,104,176,366,300,81,NULL,NULL,NULL
"104_176_366_306_103","Burlington-VT-Plattsburgh-NY","Northeast","Western New England","Shared Mail","SHM",23,104,176,366,306,103,NULL,NULL,NULL
"104_176_366_306_104","Hartford & New Haven-CT","Northeast","Western New England","Shared Mail","SHM",23,104,176,366,306,104,NULL,NULL,NULL
"104_176_366_306_105","Springfield-Holyoke-MA","Northeast","Western New England","Shared Mail","SHM",23,104,176,366,306,105,NULL,NULL,NULL
"104_176_367_292_12","Savannah-GA","Central","Big South","Shared Mail","SHM",23,104,176,367,292,12,NULL,NULL,NULL
"104_176_367_292_13","Charleston-SC","Central","Big South","Shared Mail","SHM",23,104,176,367,292,13,NULL,NULL,NULL
"104_176_367_292_14","Augusta-GA","Central","Big South","Shared Mail","SHM",23,104,176,367,292,14,NULL,NULL,NULL
"104_176_367_292_15","Atlanta-GA","Central","Big South","Shared Mail","SHM",23,104,176,367,292,15,NULL,NULL,NULL
"104_176_367_292_16","Tri-Cities-TN-VA","Central","Big South","Shared Mail","SHM",23,104,176,367,292,16,NULL,NULL,NULL
"104_176_367_292_17","Knoxville-TN","Central","Big South","Shared Mail","SHM",23,104,176,367,292,17,NULL,NULL,NULL
"104_176_367_292_18","Chattanooga-TN","Central","Big South","Shared Mail","SHM",23,104,176,367,292,18,NULL,NULL,NULL
"104_176_367_292_19","Shreveport-LA","Central","Big South","Shared Mail","SHM",23,104,176,367,292,19,NULL,NULL,NULL
"104_176_367_292_20","New Orleans-LA","Central","Big South","Shared Mail","SHM",23,104,176,367,292,20,NULL,NULL,NULL
"104_176_367_292_21","Memphis-TN","Central","Big South","Shared Mail","SHM",23,104,176,367,292,21,NULL,NULL,NULL
"104_176_367_292_22","Nashville-TN","Central","Big South","Shared Mail","SHM",23,104,176,367,292,22,NULL,NULL,NULL
"104_176_367_292_25","Huntsville-Decatur (Florence)-AL","Central","Big South","Shared Mail","SHM",23,104,176,367,292,25,NULL,NULL,NULL
"104_176_367_292_26","Jackson-MS","Central","Big South","Shared Mail","SHM",23,104,176,367,292,26,NULL,NULL,NULL
"104_176_367_294_41","Chicago-IL","Central","Chicago","Shared Mail","SHM",23,104,176,367,294,41,NULL,NULL,NULL
"104_176_367_295_47","Miami-Fort Lauderdale-FL","Central","Florida","Shared Mail","SHM",23,104,176,367,295,47,NULL,NULL,NULL
"104_176_367_295_48","Tallahassee-FL-Thomasville-GA","Central","Florida","Shared Mail","SHM",23,104,176,367,295,48,NULL,NULL,NULL
"104_176_367_295_49","Orlando-Daytona Beach-Melbourne-FL","Central","Florida","Shared Mail","SHM",23,104,176,367,295,49,NULL,NULL,NULL
"104_176_367_295_50","Tampa-St. Petersburg (Sarasota)-FL","Central","Florida","Shared Mail","SHM",23,104,176,367,295,50,NULL,NULL,NULL
"104_176_367_295_51","West Palm Beach-Ft. Pierce-FL","Central","Florida","Shared Mail","SHM",23,104,176,367,295,51,NULL,NULL,NULL
"104_176_367_295_52","Jacksonville-FL","Central","Florida","Shared Mail","SHM",23,104,176,367,295,52,NULL,NULL,NULL
"104_176_367_295_53","Ft. Myers-Naples-Fl","Central","Florida","Shared Mail","SHM",23,104,176,367,295,53,NULL,NULL,NULL
"104_176_367_298_62","Detroit-MI","Central","Heartland","Shared Mail","SHM",23,104,176,367,298,62,NULL,NULL,NULL
"104_176_367_298_63","Ft. Wayne-IN","Central","Heartland","Shared Mail","SHM",23,104,176,367,298,63,NULL,NULL,NULL
"104_176_367_298_64","Flint-Saginaw-Bay City-MI","Central","Heartland","Shared Mail","SHM",23,104,176,367,298,64,NULL,NULL,NULL
"104_176_367_298_65","Cincinnati-OH","Central","Heartland","Shared Mail","SHM",23,104,176,367,298,65,NULL,NULL,NULL
"104_176_367_298_66","Indianapolis-IN","Central","Heartland","Shared Mail","SHM",23,104,176,367,298,66,NULL,NULL,NULL
"104_176_367_298_67","Louisville-KY","Central","Heartland","Shared Mail","SHM",23,104,176,367,298,67,NULL,NULL,NULL
"104_176_367_298_68","Lansing-MI","Central","Heartland","Shared Mail","SHM",23,104,176,367,298,68,NULL,NULL,NULL
"104_176_367_298_69","Grand Rapids-Kalamazoo-Battle Creek-MI","Central","Heartland","Shared Mail","SHM",23,104,176,367,298,69,NULL,NULL,NULL
"104_176_367_298_70","Lafayette-IN","Central","Heartland","Shared Mail","SHM",23,104,176,367,298,70,NULL,NULL,NULL
"104_176_367_298_71","Little Rock-Pine Bluff-AR","Central","Heartland","Shared Mail","SHM",23,104,176,367,298,71,NULL,NULL,NULL
"104_176_368_293_34","San Francisco-Oakland-San Jose-CA","West","California","Shared Mail","SHM",23,104,176,368,293,34,NULL,NULL,NULL
"104_176_368_293_35","Santa Barbara-Santa Maria-San Luis Obisp","West","California","Shared Mail","SHM",23,104,176,368,293,35,NULL,NULL,NULL
"104_176_368_293_36","Sacramento-Stockton-Modesto-CA","West","California","Shared Mail","SHM",23,104,176,368,293,36,NULL,NULL,NULL
"104_176_368_293_37","Fresno-Visalia-CA","West","California","Shared Mail","SHM",23,104,176,368,293,37,NULL,NULL,NULL
"104_176_368_299_78","Houston-TX","West","Houston","Shared Mail","SHM",23,104,176,368,299,78,NULL,NULL,NULL
"104_176_368_301_87","Denver-CO","West","Mile High","Shared Mail","SHM",23,104,176,368,301,87,NULL,NULL,NULL
"104_176_368_301_88","Colorado Springs-Pueblo-CO","West","Mile High","Shared Mail","SHM",23,104,176,368,301,88,NULL,NULL,NULL
"104_176_368_301_89","Albuquerque-Santa Fe-NM","West","Mile High","Shared Mail","SHM",23,104,176,368,301,89,NULL,NULL,NULL
